"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012",
"Rwanda","RWA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","1992005060.8141","2297141493.79947","2481233458.55307","2733635285.6281","2716021190.96481","2922198793.57352","3151020517.97925","3242563675.99742","3506438835.22167","3637106148.77366","3684471942.21354","3713893613.52891","4014821263.88301","3770154839.33715","1913915166.55783","2648284391.16254","3038697520.82158","3526241709.25724","3892546572.86843","4249047473.93827","4702099039.35853","5225564091.64756","6027887211.16014","6244190650.02019","6865682412.27619","7733818366.85692","8666041018.62403","9597961722.657","10905147315.4869","11687894724.4903","12699245348.0778","14038049336.5691","15516751716.0935",
"South Asia","SAS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","385015628771.719","446835786072.613","492112369555.477","546507403404.847","590630547957.346","641702174786.76","687727935231.544","737670002764.154","829532299588.416","908173081966.325","993793155603.748","1046685002131.74","1129839446734.95","1205035719355.14","1304562281446.62","1428079526380.75","1553840614438.98","1644052109332.94","1760661866156.59","1921146637740.71","2044904483395.03","2184434437357.18","2304901366212.6","2526903086584.82","2794904363843.53","3142073867395.63","3525199614901.12","3957788344938.34","4200432108526.06","4567275952243.57","5069709216343.71","5491884154763.69","5821577706327",
"Saudi Arabia","SAU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","156579871065.102","179288544706.873","169102140468.29","161347048339.832","162236689214.886","159961693607.007","171862984905.618","169851193261.569","190221045097.123","197505037572.242","222068640747.124","250519019171.668","267635415378.892","273574307249.074","281002218871.45","288117300186.73","303141077526.291","316995870560.472","330560866598.297","332897298582.129","356644716738.502","366726865241.495","373159307697.347","412596526018.228","460763044681.361","510600018187.034","556465328101.962","606909548494.457","672606789372.526","690929566288.363","752226227212.546","834067333775.463","897546907994.704",
"Sudan","SDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","9556395203.84432","11229432772.5374","12623510211.8628","13393495715.8276","13200451320.8164","12749140220.3123","13739854548.3938","16153600476.1042","16660782142.2726","18832017525.2769","18477047004.8906","20539920155.2683","22352104531.795","23885749111.6726","24617308138.093","26700686102.0992","28781914883.0184","32436702115.8028","34309557877.5239","35893255531.1713","39742525010.1017","43149378236.5052","46200676033.5831","50544371544.2451","54622761540.1354","60007441972.7503","68099727782.5722","78143551983.6134","82271169680.5081","85676734543.7659","89841867365.2299","88730635548.8656","81654398845.5099",
"Senegal","SEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","3963000526.4957","4554161523.26334","5210584996.63195","5128176962.72158","5520079470.38182","5875445812.42076","6193831766.79394","6763841848.73806","6957917016.95251","7507036148.80794","7739102452.83889","8206624759.31527","8483610733.4564","8782376700.73007","8959635386.92318","9659804126.49449","10028662007.6882","10541329798.6625","11319953282.4701","12214962844.1389","12878471435.2775","13773765379.9915","14089091024.3661","15344154661.0552","16706386303.0799","18232202206.6876","19296147035.2478","20819827150.9375","22068485779.7754","22727967195.4191","23984076733.6765","25139006245.7887","26682887278.8223",
"Singapore","SGP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","17422192298.4024","21098763016.2734","23992848705.9531","27078828046.3242","30575298867.7814","31304253817.5566","32416198311.4345","36960218947.2609","42482585269.6356","48590574493.8567","55530488717.0357","61141557026.6447","66818840349.7361","76122444401.2544","85886214470.1882","94280855863.4693","103268021192.261","114213656275.892","113304561649.528","122090118550.449","136011214882.01","137489011324.329","145592718581.349","155468573264.995","174479323828.91","193557422531.659","217030251266.596","243464857154.985","253197702091.7","253413375340.409","294760880934.374","316566402106.468","328323425996.034",
"Solomon Islands","SLB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","523040154.780595","573286439.133345","659646757.812667","700914418.704986","780938064.49016","864821430.688874","894262797.238838","898379455.090649","927251358.733573","936307053.281614","820088264.378757","771765778.347384","762338002.492568","828992204.790223","894047545.377155","973800160.847153","1075043526.13397","1224574731.90566","1343025094.96758","1338570884.63676","1451430583.31579","1615718325.30902","1718412804.50051",
"Sierra Leone","SLE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","1740075043.76625","1957999292.57961","2176627115.02766","2215143634.7272","2392409467.14883","2334522974.92967","2416223240.30354","2666859794.24639","2564340740.88139","2680297306.88791","2875144972.91346","3042773042.74285","2516158648.59101","2606666644.87574","2607943733.09053","2455133521.57446","2542428358.35924","2439139405.2186","2517556244.17833","2503910751.7963","2728271227.62328","2590899969.33141","3324617743.8736","3713148993.72486","4062533942.34823","4379230963.74696","4776162569.48559","5309890793.50146","5716297479.33692","5953946503.3301","6361896181.2668","6889014571.63801","8125419232.89819",
"El Salvador","SLV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14142520528.9728","15145948575.9436","16631779288.98","18249019562.6882","19747162337.3713","21498827972.6974","22252823995.5797","23644873409.6858","24876055658.9844","26111334465.6326","27250621511.7953","28344757994.8284","29479135994.5281","30792419587.1401","32243973658.0653","34501160345.6857","37007369105.8511","39542446330.4235","40931869799.809","39997931134.0649","41086178063.6001","42890495050.1214","44751447833.4609",
"San Marino","SMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43781654165.5396","44707496800.3128","40282379779.0003","43351342812.2694","46683869285.2751","49397853505.6068","51787396114.2393","58194998548.746","63373482304.9068","69900203887.4741","74595411531.8533","84755001652.4499","81174525623.7928","80357386960.2382","81530100266.8518","83394686879.134",
"Sub-Saharan Africa (developing only)","SSA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","326013523404.551","360367921583.698","384733541442.643","396170266560.739","419036277965.378","438616398769.997","458804281518.274","483681997655.668","522918470505.954","560979424176.902","590912919328.301","616554116202.078","625124593945.204","642474944635.561","665265425763.818","707490809173.322","755918820990.698","798656340845.374","829374830179.171","862414415929.014","914511082785.404","969181374495.211","1019704016560.78","1091017395407.71","1195432233382.46","1309392458577.93","1441112079010.29","1586533304874.6","1707967622619.04","1765760148733.13","1884739160167.06","2014579702234.74","2153915204917.47",
"South Sudan","SSD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (all income levels)","SSF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","326314720624.359","360700858128.646","385088988884.943","396536280159.231","419423417003.671","439021627481.039","459206721048.389","484115551824.803","523378131574.116","561448649137.763","591416596625.394","617068052922.957","625710858194.18","643114459201.288","665953085037.137","708299971507.272","756995013595.409","800572228677.092","831754872436.811","865854248848.456","918468543688.006","975834527638.81","1027792414386.92","1100435572442.53","1208819951341.98","1324576320655","1454230477413.35","1603004790037.34","1727637371391.15","1785764736913.65","1904658051545.09","2035929142586.26","2176312762265.9",
"Small states","SST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","38045844627.9835","43072089631.1081","46451053901.5943","48129885576.6273","51528932686.9742","53354654425.6703","55938287074.9346","56893868809.8748","62085368872.0025","68059651097.6923","73486982589.8751","78347223952.4593","81047358942.2823","84134587466.5066","89085072409.4745","94690193062.9125","100589365929.728","108393447486.241","115467652603.193","120627253431.785","128030235397.655","136600463481.194","145148112646.967","156640665546.867","172956907013.837","185286422856.089","199676631544.536","219606536760.092","234495184261.305","231066101260.043","242882624043.044","256197664600.415","270500589953.01",
"Sao Tome and Principe","STP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169568553.222471","175750901.348722","191539934.007362","205881506.568544","216187518.665237","234811638.142405","246441167.203718","274748837.720126","288313545.684784","305351371.965719","327263893.718657","348399669.499748",
"Suriname","SUR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","1156974371.97394","1268635440.98542","1318780303.50515","1329235157.73043","1325310375.115","1340409298.84797","1321794325.92531","1167825193.40052","1314506838.45374","1514281638.55456","1564032001.96245","1662175247.63977","1693767493.58536","1605331067.73578","1691205306.57272","1749525607.9389","1803195307.47975","1943390987.93076","2001518259.44335","2013176398.365","2055323322.33095","2197621492.38617","2329339289.69866","2521352060.5633","2832176671.44317","3059931569.93848","3280003871.65326","3547612402.28273","3776304931.10665","3924301245.82463","4141424208.15086","4427251207.84369","4734772290.31878",
"Slovak Republic","SVK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","30423150602.5552","32449080732.0746","34556909871.0396","36444372437.1388","38445721914.2482","40374992001.8519","40786936889.4845","36026809981.6754","34313110198.6421","37986899821.5672","41188117618.4353","44499496553.8611","48506949413.2045","52409528061.1189","55631069619.1382","56152417899.3809","59309144503.3839","64946876804.9301","69738951932.4239","73182918443.992","78871460767.6281","87133808136.6327","98970505795.7453","112600263603.117","125488941543.29","122169051899.323","125905373569.607","130127728462.27","136882397888.511",
"Slovenia","SVN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22997122019.8364","21692889686.8909","20994516946.7876","22065611121.6864","23727318140.0143","25868222861.4077","27482493882.7333","29451385997.7446","31086934451.7495","33142664432.8285","34916685781.4538","36740451502.8035","39418870086.4786","40971070489.1716","44473935011.018","46962272774.9886","51020218489.3269","54919894769.3146","58768329850.7666","54488803088.1966","54411307451.2534","56103346977.881","56547315870.9318",
"Sweden","SWE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","87705157767.9264","95731166439.1515","102775629264.744","108774504959.662","117680332351.518","123929751228.764","130325810465.838","138784731308.103","147409059225.706","157243454390.149","164973615969.768","168905330613.922","170835539433.588","170992984933.364","181574685774.661","192641954398.739","200207258635.358","207588115718.546","216047596694.357","230098430902.545","247995009254.666","251192351128.576","261304129616.329","272608912537.718","292247121937.333","295293937662.136","323788684848.254","351810070509.557","365235615397.629","346435052572.819","368097676464.253","391698296141.186","410929379654.401",
"Swaziland","SWZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","662107122.988453","830189924.112636","891099243.409083","937484882.420452","1032629022.87633","1104522625.45521","1267712290.71663","1495450267.07032","1649197085.73337","1932224661.0187","2427023020.15152","2553678651.34772","2691589846.68168","2836036627.23475","2963249793.2389","3178511160.08863","3359076457.38918","3530066501.57747","3672874291.2871","3836700561.12453","3988710129.01286","4126369404.18193","4267901731.16003","4455422774.85902","4713830159.95054","4990265969.07327","5321374268.15384","5667494453.69304","5929393362.10741","6057233948.47642","6252831198.75019","6405020447.30723","6458074531.75893",
"Sint Maarten (Dutch part)","SXM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","328496602.703894","344777798.392558","358208703.330501","370056609.651387","400511310.29981","455367588.927706","468946581.4451","506185302.556091","551787062.250398","631501981.580118","704353405.529142","748393764.314178","818970754.370686","888691091.276612","899542608.423006","914759325.855892","974692169.089841","1112444795.87361","1222765066.87323","1264524843.22226","1346188253.88983","1345440342.67344","1385048503.4739","1324756400.36608","1328251432.58969","1495929215.80901","1689435885.11563","1913951992.4753","1919683353.81295","1933527165.61277","2099013620.55307","2250854585.3991","2370877500.56881",
"Syrian Arab Republic","SYR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","14065719558.1513","16846676030.4285","18252401507.8177","19245557487.3561","19155302135.6625","20947429779.3005","20356645988.8056","21352771477.3575","25027719065.2505","23643427997.1387","26415178792.1486","29470924474.059","34145128871.6327","36700863085.7763","40313982212.8912","43623855442.7442","46349752978.6033","48093647695.6472","51859928921.7387","50750401481.0048","53270632334.2141","57311714775.1231","61678691358.0726","63355803121.1373","69631464657.616","76403164434.5541","82811312217.5672","90069194446.2618","96203679069.679","102872157498.992","107584241761.092","","121752472312.255",
"Turks and Caicos Islands","TCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","1414259314.22304","1562940675.4966","1746822947.71896","2100631861.32865","2224181496.76841","2791620737.2658","2737548123.13814","2750445593.86029","3286889112.72879","3577220759.08334","3557747630.43148","3992630712.97534","4402925805.39643","3792597879.05897","4262095105.12125","4415179625.49312","4592864687.20672","4946062641.45173","5364207071.05221","5405695539.11985","5474078266.74704","6250824269.30509","6891720082.63179","8072840052.06478","11090974311.9994","13445267519.8957","13906767383.7404","14338559955.8793","14597012735.4874","14548601007.9856","16659838802.7694","17286512547.7622","18583528998.4683",
"Togo","TGO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","1520879319.33613","1608276019.20036","1645139484.3032","1617622367.66205","1771618428.77733","1927151879.40302","2001500419.47167","2070653074.14005","2285090874.06648","2467378588.94925","2554715957.66053","2623044491.85318","2571679937.12143","2231333509.93919","2617878281.92698","2888954644.44449","3199904519.3344","3730522557.74242","3695927984.21622","3843189852.17648","3895583886.96147","3919090125.32008","3946004788.35832","4228745197.74233","4439762854.90707","4641277061.30877","4985155040.72285","5247173204.24108","5482562077.00159","5724895293.94604","6033287895.18468","6457217881.18386","6981502538.17996",
"Thailand","THA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","50342473522.063","58313116359.9453","65177291357.6164","71538996184.227","78495568342.1859","84652069424.2708","91334109726.6508","102958914177.119","120702049094.2","140513855465.188","162129473558.53","181986216960.745","200839954216.008","222177844796.766","247075522763.66","276178142457.078","297655326827.961","299232774953.487","271545442172.415","287781540794.634","307973952398.553","321781943121.643","344396162160.541","376758547873.727","411924696950.55","445195047035.913","482961727315.42","522031727592.553","546831283011.823","538785022868.867","588637251543.375","601624177168.681","655815780801.814",
"Tajikistan","TJK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","9066371053.81625","9593510727.13811","9756098858.04468","11499163885.9991","11156456546.5872","11510096588.4998","11056262156.3486","8015291860.32544","6847691014.15181","5498857014.47946","4929063805.59225","4178614636.42041","4331574514.70868","4625225149.88697","4866687212.95147","5384664081.46796","6068426953.9701","6833004029.54079","7744402648.01913","8782231114.12741","9681676796.91933","10693586313.9973","11883893728.5301","13118422889.1898","13749834679.6911","14839463574.7102","16276662797.5956","17994319345.5064",
"Turkmenistan","TKM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","10099813838.6051","11603663011.4923","11528111474.0184","16199201297.1373","15978340144.7903","13873211422.9404","14390026188.003","12142870593.5653","11530736733.1187","12521153095.797","11307603212.7648","12280576368.0545","14516652282.9032","15641856473.1735","16691334235.3924","17006005993.2774","17931839688.1222","19357856046.3748","22608518229.4627","25897350739.5697","29594675937.9468","34695737115.6962","37135716236.3035","41094676006.0496","48138423302.2284","54746032473.035",
"Timor-Leste","TLS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","744604138.092318","864623261.278441","774326146.670292","805940504.527166","823787917.823733","882150682.930556","968145621.720225","967928868.140935","1111769572.05107","1302654940.67259","1481865750.86748","1643892895.02272","1860356230.29367","2067721982.89701",
"Tonga","TON","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","126053539.726434","140074365.853497","148501739.733427","156757518.466946","172139667.957582","179717251.849594","190505788.425654","193429981.362396","201494051.17341","204860943.16494","225411168.446514","230739034.607746","244611929.208692","261953414.094342","277997230.100765","282948708.787516","288023809.246377","300010932.487078","316226285.729929","333955483.827075","353827595.852425","371856757.496296","387877997.667852","402726691.349795","426010228.970062","432681558.153682","426804114.499773","441592907.366888","458305797.98639","476931106.26636","511157795.72464","527426349.296541",
"Trinidad and Tobago","TTO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","7881387635.7908","9014617784.62755","9949846536.65649","9391469877.2584","9183643902.09897","9074247766.41905","8972924942.75453","8814313905.82135","8763866546.61371","9018651417.11768","9501852750.1042","10088242216.4954","10131058288.0782","10203155815.9108","10781733533.4562","11468883580.3814","12132619976.7077","12700956599.3375","13880006750.3471","14701596877.6644","15941001838.1519","16969925326.112","18627484403.1014","21765107710.5214","24144804320.0155","26384324018.6395","30978619290.4496","33392212824.0623","35288251800.0787","34035015526.8293","34563099498.1266","34387369046.4397","35638369289.6826",
"Tunisia","TUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","12255260330.6075","14142965933.5613","14930582192.8604","16247853862.0684","17827218340.5112","19409390184.9972","19556247250.1293","21478166281.379","22242152582.0804","23482565849.4586","26310783160.3698","28267146333.9146","31115477609.684","32493963045.3701","34209368450.5676","35828439873.8472","39068529569.4541","41988355420.8101","44615069224.0137","48010145534.5225","51359091415.0322","55101706871.3509","57006718892.0384","61439364210.9878","67023695297.1407","72031944851.4076","78333663957.211","85718685353.6184","91658721459.4944","95284181704.3693","99455579255.0648","99540108485.5346","105561163154.738",
"Turkey","TUR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","95068803379.1901","109035557653.189","119802692426.267","130725553236.693","144741569337.062","155490033627.37","170117465254.997","191712100492.353","202542428669.053","210741690113.425","239149536832.819","249919842175.153","271166162710.412","299404549864.473","288991360206.449","316200863329.984","346295642987.703","379654142049.26","535201445710.993","517741406393.32","589322775223.705","561123965227.452","572093632799.267","588082026422.881","688334429830.04","781243404329.659","893986261239.883","975644792743.12","1067943795360.25","1038571908927.18","1151652701686.77","1259643767070.18","1357734090990.95",
"Tuvalu","TUV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12841511617.2844","13826527241.6449","15361941122.426","16213109513.7466","16651343274.9288","17221588864.026","17847698074.1225","18914885821.8549","20124599225.5997","21235679507.7877","22332599681.5565","23756894928.0526","25468419823.8669","27607996345.272","30066147444.1603","32813518213.9891","36377007836.7083","40354382416.6415","44462747717.5999","49022152768.6092","53832510625.761","57575899717.3016","62455460776.5233","67897542909.3265","74269467029.8406",
"Uganda","UGA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","4231487291.68988","4651560346.79696","4809623868.38566","4792626727.81518","4918901911.35739","5263614374.11425","5897212933.84096","6508508379.67288","7192699480.383","7850198701.48854","8289549848.04971","9176633020.54382","9963074346.23896","11369638881.7953","12620695353.7125","13520057016.0923","14382504802.9002","15768739127.4997","16616090794.9288","17873642153.0625","19750084677.1465","21471519375.3305","23577886211.1825","25903142657.9887","29622481599.7032","33045484672.4625","36717723527.8704","39726251088.8226","42617370402.0612","46405534040.3236","49129615711.7854",
"Ukraine","UKR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","271725084008.801","288404119284.661","310851501385.565","302168474860.941","286159260074.161","263847531353.558","231273937641.474","181862348556.726","163389904162.894","149654784937.714","147963589069.986","147191449472.679","149051009934.095","161260355587.677","180088578609.193","192529683947.205","215064282278.607","247865068564.87","263006855631.327","291310280979.999","323436392702.662","338192233746.003","290672219693.103","306961125398.682","329507967150.11","338334427213.48",
"Upper middle income","UMC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","2178330800027.75","2421492719192.9","2632114383072.81","2785450520660.69","3052184722352.41","3284297227962.07","3488567608954.61","3766101163990.67","4046277146414.9","4282593414009.33","4554190041151.33","4897023492301.71","5241405597725.7","5641859394721.74","6079716894948.29","6514562810756.38","7018396057671.53","7565508418326.42","8077192862087.89","8439976741368.79","9161409779160.14","9679530883759.42","10294351374844.6","11190689062722.2","12451034999000.7","13873488457537.3","15641300873906.8","17617022810644.1","19294260956298.3","20176969649402.9","22077795616974","24143403085657.8","26134725548148",
"Uruguay","URY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","10866589808.9557","12070399645.1628","11556246957.4363","10779057356.2624","11056097055.3247","11560838871.6781","12860596722.508","14295487162.1769","15012387899.2597","15749475465.2732","16395393750.2701","17552486985.0727","19343715344.8538","20293142672.3386","22214014342.647","22401761243.9461","24070122524.9132","26631239193.5263","28225710445.2453","28084200173.6641","28138132625.6105","27669861988.2159","25945010674.0603","26704867040.7614","28829582371.8652","32008625140.932","34395437343.2394","37707810152.5301","41307466021.2458","42606219058.98","47039210576.2211","51177314504.26","54448642040.8987",
"United States","USA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","2767500000000","3103800000000","3227700000000","3506900000000","3900400000000","4184800000000","4425000000000","4698900000000","5061900000000","5439700000000","5750800000000","5930700000000","6261800000000","6582900000000","6993300000000","7338400000000","7751100000000","8256500000000","8741000000000","9301000000000","9898800000000","10233900000000","10590200000000","11089300000000","11797800000000","12564300000000","13314500000000","13961800000000","14219300000000","13898300000000","14419400000000","14991300000000","15684800000000",
"Uzbekistan","UZB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","23279486564.5826","26291662740.8665","28124735530.9989","29658450706.5658","30515472845.2885","27668507569.559","27624780444.4397","26721492490.7822","27097066225.8442","28045688455.1723","30072834273.4978","31806610226.2441","33660727265.2538","35695837711.5122","38038310244.6051","40202248462.7913","42773159523.0299","47361828338.7794","52359264377.8848","57993895182.7494","65344347137.3413","72800377789.4636","79388871596.5897","87289194350.5294","96545452993.9191","106931433077.337",
"St. Vincent and the Grenadines","VCT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","155092540.588707","180025641.086401","200156261.151283","217227050.157346","238666045.803519","260998878.99342","284613629.802167","306251278.197532","363215660.808426","386284379.465701","421164150.145719","438158721.385532","481047369.087049","492367825.088785","487304438.376133","503636524.895173","519423564.049927","599718242.534146","639616004.365102","677582694.605279","688639394.440121","715866510.026409","773034512.716331","849187588.176924","909390249.374501","962710490.871529","1069547468.74225","1136853652.5417","1180771570.79994","1163832144.53383","1139855629.291","1156323083.69592","1201697989.56388",
"Venezuela, RB","VEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","83235369329.9365","90706193943.441","94239738116.2754","94279124476.565","99230687504.2647","102458820917.798","111569341875.094","118951350913.174","130259407604.434","123579599488.783","136562652328.769","154942487662.126","167794124562.583","171945034356.169","171323766449.853","182237169323.116","185097175971.842","200685165544.143","204102902081.221","194731092177.159","206279516534.982","218116415855.544","202029088816.42","190286771101.168","231411850240.175","263762429467.968","299150391003.986","334768631536.263","360230841838.587","351759663697.564","351158276954.9","373607471600.355","403954321560.106",
"Virgin Islands (U.S.)","VIR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","29122631079.1597","30604282918.2044","32629794933.7152","35499975948.5924","39549156074.522","43142969708.951","47268202822.1982","52436740292.272","57912237973.2327","64314419507.3346","72089315418.146","80218201364.2335","88430143301.159","94841580776.6975","100825966963.731","109999015557.664","120249059437.223","130853872890.192","143418832104.355","158936807340.903","178074797838.714","198945717428.955","222024640845.103","241255506224.087","256332228190.607","277381935803.856","300172745524.094","322717361537.192",
"Vanuatu","VUT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","154344029.395828","175899122.823729","206584430.727559","244463330.564436","277959100.074744","289266467.421205","295343651.211391","295199352.216199","300250957.041587","316330975.182375","366763755.099396","391132881.344595","409723202.198781","421849306.82288","469420429.302095","485201161.320109","505290495.886839","540336049.767638","571495840.90307","581817007.370456","629606926.476893","621418883.963051","599232146.924223","638124367.082499","682207399.319872","742228898.864862","831030840.834335","899363271.437915","978547411.252509","1019795157.4872","1050310028.20098","1087991813.50421","1138767977.28156",
"West Bank and Gaza","PSE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","12274063631807.8","13700758162312.3","14625193815145.4","15627849152519.2","16981507204196.1","18165345136691.3","19206487145112.7","20497517687688.6","22216339089783.9","23920902140640","25526407406538.2","26796631526310.4","27900392581583.5","29049105238834.9","30597740275099.7","32300094854011.3","34133054203850.8","36156729291077.2","37710847448202.8","39600357757985.7","42507305273087.8","44545464239812","46636423996201.5","49279939648814.9","53132931724562.2","57326452764387","62753934363672.4","67998537432107.6","71925454628459.6","72197762276430","76764685420395.5","81461834068257.9","86056627954120.5",
"Samoa","WSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","213928049.319179","223348613.627494","234720647.967006","251369735.659555","271136537.064193","280428871.061402","286008936.628149","307777872.856838","305326252.991533","308441189.845027","314308095.094466","334368095.308024","332502875.09383","362546801.51365","395806348.484312","406678076.570793","422266416.516876","438233619.329678","479169509.836171","524783662.86079","556814904.440903","595628696.586351","641719766.439653","690507147.353713","726949715.945206","761489245.10977","811796536.811215","777165850.12587","790712381.693049","823685828.561262","853273795.427468",
