"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012",
"Guyana","GUY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","763545948.209982","847602794.234532","780633702.579545","756390870.446682","745333154.030841","786527040.264478","796871692.988309","827596510.913451","824784420.600028","813516751.909976","818717343.805562","897202431.869844","987844390.946743","1092420587.12129","1209668700.54461","1299532176.98796","1426805617.28345","1544870327.95874","1539807445.71598","1608786546.6865","1620968461.01933","1695015981.96383","1740644988.92815","1759444667.67767","1868494472.1455","1892736258.82637","2054017661.42213","2036621189.97745","2122804982.98176","2212529219.21748","2340127034.43005","2519856888.50676","2703657422.45148",
"High income","HIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","8973774194701.84","10006394762035","10603982812998.8","11336563418410.1","12319270977904.3","13156277713455.5","13883846127851.5","14773575222935.2","16013064939349.6","17291661449063.6","18457731114751.7","19273662124652.1","19927912393905","20565366517530.4","21546843561048.5","22599574750232.3","23694754362255.6","24976762938373.1","25904909310417.7","27194838458192.7","29121127287316.6","30355426404831.7","31584484682438.6","32927071531556.7","35005393206286.4","37177247696940.8","40153251650152.8","42679374235356.5","44419462877050.6","43336877217819.9","45249189974038.8","47204868307815.5","49194973046945.8",
"Hong Kong SAR, China","HKG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","34128066594.64","40783423620.0257","44544604055.9476","49074279440.6555","55995704213.2488","58142719735.449","66014802766.4777","77053184075.6834","86523357581.8293","91824931293.077","98958317409.6186","108155589010.388","117319185395.686","127326014937","137760341589.811","144311419130.189","153121155143.587","164032061093.633","156551619476.664","162828870977.591","179100303265.66","184187989720.487","190280015941.58","200226248222.366","223765141761.821","248273506054.186","274306164158.855","300506044988.892","313687144251.939","308662422291.417","334040264111.05","357696907039.949","371649783194.954",
"Honduras","HND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","4883832974.69298","5476875767.95184","5729732222.69844","5901315574.5295","6389035647.41929","6859913805.49724","7063982983.34793","7709492345.71906","8345737472.47529","9034519639.72006","9386245617.10233","10020841088.9851","10807386069.1156","11732390661.3976","11815248911.032","12581343636.4855","13264465233.5833","14195332811.6643","14812431757.5296","14745635586.0584","15930631709.9327","16735455442.722","17645730128.0814","18836691578.6372","20573241600.7772","22542303915.4588","24797607966.3006","27095563901.7598","28866671535.5757","28412279068.4331","29866619567.3229","31672028577.5453","33673140840.5764",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","141373139106.432","160446455997.788","172390883966.595","180846587838.1","189371735360.821","196509332263.392","207228623134.358","220804658477.012","230757991483.376","244993798499.694","253709050438.509","264439701644.482","268514453472.72","278663269278.673","284049610482.493","305067915494.016","327516534422.823","349304966598.248","366489840005.251","384173159966.641","404943642609.957","432472699063.93","454433766138.856","483456350354.216","525446707325.3","576363446555.765","631726572260.544","692229796671.546","746916208844.415","786255165568.033","840111723314.011","895713568849.457","957331348203.646",
"Croatia","HRV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37225310293.9887","40438536147.9641","43826912872.8209","45386419473.7976","45396818885.1438","48340007848.0005","51788890642.0681","55822146370.8727","59592538932.9798","64100949547.6616","68104374243.9543","74568744143.0215","82894499011.8932","89634605172.6687","84850266184.8248","81934181426.2689","84827417730.418","87610112358.2821",
"Haiti","HTI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7481581968.65054","7233534009.81912","6991002639.57501","6280862121.39136","7063107256.71205","7485540496.27371","7836329449.20833","8121226337.89494","8462509196.31677","8721284706.15679","8826006280.83247","8945875711.68806","9167423611.31672","9094211093.09402","9564420027.36676","10095403619.1494","10735383145.6638","11065383874.9875","11483863564.5676","11007197548.6099","11869812139.1442","12493300516.9724",
"Hungary","HUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","54693266765.7155","61534181436.922","67138081456.7037","70298332864.5491","74877265991.955","76968708452.8757","79897553252.0676","85570166863.4998","88492242190.2364","92499660029.9413","92650717668.9306","84406827077.9259","83763563671.2424","85109112768.3395","89450211509.7003","92666246874.8498","95761644656.7648","102123173496.14","109139409201.473","113220703306.304","121324098219.518","136499117483.505","149020382996.812","155483233674.653","163609870340.451","171223488172.605","184051438079.001","190289066744.842","205097670569.895","202943731205.093","206251177022.495","213942874942.115","219942160651.074",
"Indonesia","IDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","95260765910.79","112678457847.748","120863560277.74","136261185665.875","151518641179.215","161575991315.388","175041495846.889","189719111639.65","208803662980.341","236347174942.199","267392663432","301163163064.358","329710174248.86","361380479250.478","396541394875.11","439836359244.496","481835659647.803","514206552864.977","452983646734.543","463261956474.607","496571644064.713","526331987736.826","558945755996.415","598002302515.761","645745309101.429","705158950677.719","767949074851.238","840351951104.251","910588847616.464","961112401172.932","1034464320147.38","1125098965187.61","1223446445526.76",
"Isle of Man","IMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","293935703609.103","340793411067.566","374123971617.103","417270703094.036","449483709777.197","487549227410.809","522259504158.948","558877567419.676","634021019688.92","697015010601.075","763481628434.093","797770391758.861","859232240454.174","919785061283.962","1001006941285.65","1101879996914.67","1206050975504.74","1279085327049.18","1377269774431.2","1515733022410.63","1610084211868.57","1727997304050.41","1824676531405.26","2011118407265.69","2229946015405.97","2517884104066.64","2839891268051.87","3208640476821.6","3407202272699.06","3728610602777.93","4176983125389.75","4535900626722.12","4793414334926.23",
"Not classified","INX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","21309479015.3954","24081676548.694","26132321941.3343","27099626748.4553","29341743208.0036","31170850318.0636","31731321937.7139","34184768783.4502","37211262736.9657","40865855755.424","46039711764.2971","48591370532.7985","51408466586.6986","53951558901.1391","58250447365.6511","65187627863.6345","71092386707.1262","79779756858.6315","89180263047.2942","97523460862.3682","109966238617.713","118472579079.187","130369163081.211","138868272633.417","149294177644.716","161385553973.339","180376031241.651","196905079827.479","187993397632.059","179789737561.907","183506857609.508","190079843715.956","200032639698.625",
"Iran, Islamic Rep.","IRN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","132386745959.639","137267174171.024","164499613827.627","192567295933.061","196655254446.482","206846239069.463","192077660000.582","194930223645.408","189011706293.564","208243512961.227","245726229670.305","286076239080.779","304519407687.344","306291857913.803","311432465338.009","327131305954.823","356563955565.927","375739346040.203","391460032579.998","404881130473.399","434915917387.368","461097689149.883","503802373153.192","551013802432.617","595306618512.969","643503423966.022","703413946053.17","780443042790.178","816048477869.897","838038631813.962","","","",
"Iraq","IRQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58817165558.2137","80399380309.121","101809683287.748","99540026987.5597","95078112006.0569","89085548449.0865","53394758731.4114","80422520073.5833","82510311621.8135","86345408007.3357","90072635119.469","98148869000.2996","104763035646.742","112382721320.627","124623194024.965","138321111087.556",
"Iceland","ISL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","2731367764.25533","3114772435.9079","3375747394.19435","3433785864.73699","3709858551.34195","3949046496.81429","4290509512.15287","4793727872.85963","4954931592.76441","5155870414.19341","5417854038.20811","5597337821.79702","5536933153.1625","5732796719.21382","6063932944.77543","6196969975.62982","6495730891.5564","7062139819.15264","7615557520.61212","7936264446.62814","8109800910.38199","8679742048.37826","8938418500.68518","8906180245.81926","9869118141.93303","10352808175.5437","10890283351.4003","11568844842.6635","12607133939.0797","11917030753.4685","11287718772.2961","11678897791.023","12117681812.6367",
"Israel","ISR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","28966813466.2515","33506937182.5173","35181005963.7195","37848192008.6131","40107510317.4946","42224741212.541","44675219110.5702","48984332966.8906","52756969498.9693","56177349914.4595","62320083381.0002","68447502628.5214","74998493408.8926","79588526929.0996","87007449920.7586","104678714708.748","112606894977.301","118414219922.768","124739966153.406","130871617300.588","147915372137.269","150901294683.354","154576960704.997","148916712176.274","160492383339.807","161748215721.318","168988644711.421","184567701782.857","187102070050.12","194122255365.331","219699948480.126","237810392555.491","252013132882.788",
"Italy","ITA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","520909513671.409","574540832014.402","612067343155.104","643717228913.828","689438549248.845","730373927979.869","768060428208.458","815815925030.675","879408377448.447","943638673732.288","999589284190.445","1050940611969.8","1084874849787.78","1099234193855.37","1146367627934.67","1203934081491.14","1245824365337.49","1290218154964.64","1357962356717.08","1385611371883.04","1466461798085.47","1554704764213.65","1539907963364.8","1571570034491.51","1601448299466","1657399588073.31","1789409594296.18","1902341011219.47","1996725029780.49","1939191968578.6","1940600582868.09","1982526949088.93","2017025728179.17",
"Jamaica","JAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18771740692.8274","","","","","","","",
"Jordan","JOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","4093759734.91556","4688217757.52943","5341181381.0498","5662968915.3945","6383347232.76016","6805663490.79063","7445869712.30144","7885948262.93178","8009423825.35195","7192935146.67078","7538430585.35155","7936779415.76115","9616544281.30592","10282473358.5805","11014952106.5101","11968545862.9299","12434742786.0574","13093679102.6062","13677593472.6826","14348755520.8923","15281443427.3398","16451367976.6304","17685818413.1697","18812857174.0978","20997221116.4502","23456024693.2168","26175856788.7553","29136831233.5825","31935041998.2614","33982247621.7099","35231311036.6431","36910611344.2906","38841022552.4771",
"Japan","JPN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","995563022700.84","1134351161735.36","1244100983159.51","1332896645974.51","1444689973251.15","1583101844317.92","1664320506353.48","1783485580045.1","1976981079670.46","2162038931318.77","2370774011442.1","2536406543287.88","2617909702751.71","2679952544553.37","2759640032204.03","2871613782876.16","3002877453225.09","3104901949848.03","3077103339876.46","3115998976522.09","3287033585569.63","3373502790729.44","3471742387557.43","3567729606685.65","3754626421311.22","3889582374715.35","4057923330700.02","4267103259404.98","4289492996795.75","4049391183714.21","4290995014457.11","4325092520414.4","4487301197932.99",
"Kazakhstan","KAZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83701019873.6665","77025477999.0264","74479550264.8297","69110085668.1977","61632020130.5581","57894457810.3043","59214209038.2022","61381769101.8843","61061451821.3003","63629625823.6681","71377024482.1968","82849562574.2514","92446047476.9591","103171983207.699","116255566713.809","131765490903.112","150569956962.975","168724376056.607","178146487647.566","181868748709.148","197849283182.265","217260921108.636","233763963331.017",
"Kenya","KEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","10679032189.416","12120655600.7304","13052860770.7181","13746797751.0341","14513433920.5712","15599888684.3436","17093424298.5186","18638839378.3451","20484376493.1668","22252448255.6053","24064602493.4028","25240299305.5685","25565898038.1535","26218678822.1904","27456833768.3134","29333556353.2237","31090928583.521","31840787465.6551","33350449626.4018","34619596554.1069","35580774565.3208","37762835088.6879","38585922723.8445","40554082202.3369","43822432927.2034","47951376758.9334","52631833619.7724","57945090794.0734","60130815540.1534","62318505727.8327","66816812714.0772","71226829006.6172","76232917856.7178",
"Kyrgyz Republic","KGZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","5838403752.42849","6839226937.43224","7294662981.94181","8003095796.89537","7625388542.26854","6704628877.25579","5792405988.04716","4723239561.73921","4570983359.6096","4981488625.17658","5580964864.49929","5779451410.39715","6078577804.91231","6547103621.23474","7051841087.65613","7165111200.05293","7830381664.02317","8616227118.24074","8886594659.35791","9457911980.83197","10563509138.8943","11704236295.3116","12147891649.8626","12252344396.9826","13258327960.1132","13449622533.4556",
"Cambodia","KHM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6077170890.70535","6765152748.8701","7368553200.23161","7904903174.25856","8510094489.20395","9061910275.42619","10289861134.1022","11434114505.2667","12633320988.8952","13697093091.4879","15175221027.3617","17215177724.8036","20143333754.4963","23032802717.211","26120984969.8305","28485168809.7021","28760435408.8548","30883118080.5738","33769923989.3169","37078276110.4859",
"Kiribati","KIR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","57636601.8919903","60850552.0199495","68939287.9639945","78104369.9328156","80047276.7301214","78686867.0408712","81698515.5599078","81516595.4995353","99744505.9206865","94641107.0286065","100325969.887345","99256462.3382324","104572994.283691","110580101.94198","118355743.836507","119934166.85039","129523436.566651","139374707.248265","156853137.751093","159391120.035589","174633600.84756","173102519.645363","186803199.887198","199326029.897939","206794153.796946","208403577.559516","214242897.720314","225117103.112581","224668157.588126","221317414.527832","227417908.38305","236436935.510282","248076421.730858",
"St. Kitts and Nevis","KNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","124117671.066315","137257930.041815","143326269.01897","147544459.329139","168958816.126601","185262646.758881","211542580.08036","236699316.324342","267153529.931274","298327191.202956","316669943.24439","328718903.084777","346750007.000873","377943782.874483","405323054.965838","429965118.80703","466211137.702785","507370360.010782","520382082.732572","555525164.662112","565305481.25366","608395037.049743","630099746.858996","634051778.208219","680286765.202971","772194155.182195","843216271.654554","892190506.740838","954085242.883115","904600576.016988","918808392.424701","954248960.164877","966341677.492586",
"Korea, Rep.","KOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","90599213250.7121","105967703020.883","121250344424.758","141396889264.08","160946077558.839","178097725450.871","203893031401.692","235099954445.816","271371072390.536","300638326248.741","341246443628.987","388095237160.193","419754323014.86","454919978991.073","504742151787.021","562092113861.441","613743418257.713","658495514087.499","625428651037.702","701423408407.155","808403800303.966","859580813983.771","936042226350.753","965794889485.645","1038812175948.35","1096741053794.18","1172851865323.86","1268474136413.31","1306387213064.93","1312165356732.26","1413760003610.88","1482725709376.61","1540150700417.16",
"Kosovo","KSV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","26285937682.6759","23278595416.3482","21655525140.8486","24856569945.0157","27141483305.2239","26779472792.3453","29723265391.7396","33085281495.3583","30796683998.787","40231057987.158","","","33907643348.0098","46429076695.1089","51370966731.9159","55119899981.0459","56435374836.0338","58946056799.0092","61963121824.0027","61746903343.1869","66044418372.9724","68034104898.6005","71213066577.6769","85307067156.5683","96651373561.6339","110444592356.097","119935905245.717","128809830516.036","138201678551.804","132236381025.581","130828594892.817","142034276444.966","",
"Latin America & Caribbean (developing only)","LAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","1171497594185.71","1286419845930.44","1354846391357.5","1370015120340.36","1475779202309.53","1570692663614.34","1677196307207.77","1785042606684.78","1882518125238.98","1971819945366.52","2049381994348.67","2205243431841.93","2322713573010.29","2457852113026.99","2627762704810.71","2716972970164.45","2852744331339.7","3057254546797.39","3162930990275.68","3215122874278.26","3431741651261.74","3528334078419.52","3608724864059.45","3873904171028.37","4223151165728.24","4594376013765.17","5046248106152.86","5478310875576.73","5869712022942.88","5875723312593.43","6293158572557.94","6782792604634.93","7141094546492.85",
"Lao PDR","LAO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","1823570067.44096","1974538971.82059","2117304744.80222","2148267447.74608","2178389632.83087","2581157225.76883","2858668659.04087","3082815014.77132","3322759637.68844","3596374543.66787","3969000847.31154","4346900642.4079","4730372616.0755","5152905470.0236","5432615212.92282","5915020762.41475","6393426438.31812","6914420218.25825","7442595236.78345","8060425023.15071","8813903389.88137","9753707888.00519","10936179513.4422","12108120286.399","13344272861.7498","14471410087.0161","15915467071.5137","17560684116.8729","19443336837.3035",
"Lebanon","LBN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15576381111.0526","9301475742.86901","12215816988.2737","17456068391.1197","18625808250.0192","20366161687.5275","22443942154.1584","24466910660.2984","26179150337.2903","26073621745.2506","27389808327.699","27665507746.4382","28644002436.1771","30451507998.8238","31990085058.878","33721406615.0102","37262322894.0817","38884148932.1714","40379611752.9353","44666885516.6397","49887954216.7253","54604160588.3913","59208032659.2378","62282526541.2639","64647303340.2012",
"Liberia","LBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","1159407387.22754","1240975679.22859","1284553855.77768","1310034893.67214","1330592435.73993","1359664269.53322","1366732357.24756","1392686471.04489","1411757380.23316","1074235025.02165","545994243.309745","484240783.93278","320962676.687412","219840324.445174","175499827.385959","171921363.071444","196173576.390067","412467511.509066","542485862.344011","676491146.028012","868748605.522639","1084753233.02434","1453942015.72649","997153578.122002","972802945.275834","1100388860.0905","1246969476.72954","1484416967.1626","1677026319.11946","1924579484.64056","2163739267.03002","2418544908.57784","2743583007.88787",
"Libya","LBY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55292907951.6322","58579399741.4675","57331429924.1683","57505014095.629","66349465236.4158","71216290779.5179","80864581231.7391","88398179879.0375","96418598174.9079","102295676412.21","105361834223.548","","","",
"St. Lucia","LCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","250180511.274743","283233289.939971","267972188.217876","290413693.425143","372137415.037578","361229585.965636","424249135.089913","445129268.071665","516678666.702895","584721787.654907","749791271.871657","796033200.992462","869872824.425958","911815960.186857","943603192.115786","997301612.569851","1069943933.77519","1094972084.50412","1180897280.91967","1226473594.43035","1269673676.1978","1236179384.36858","1257649398.0685","1341273206.58714","1494769998.50742","1515144900.05917","1698124098.56248","1775697607.34846","1907702094.70144","1931337992.18687","1961614692.43125","2031225961.07534","2016011501.72591",
"Latin America & Caribbean (all income levels)","LCN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","1253592238074.94","1378127652895.71","1447681270572.42","1462114806843.69","1575100349565.36","1676864348401.83","1790844836676.43","1907582871203.94","2014270979106.31","2115729872621.02","2201685484048.78","2371478183308.58","2505090704726.59","2653647927025.02","2839285918685.8","2946094226031.52","3099213655879.65","3323362916112.27","3441200090581.79","3497259579576.25","3739212367019.31","3848187672817.72","3937342117783.17","4224467680799.6","4604848269979.17","5011541520212.75","5533510701691.12","6008404079011.35","6410443631089.47","6413410324961.74","6895876098607.67","7451608093104","7854270898702.06",
"Least developed countries: UN classification","LDC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","189309840991.44","200532105948.666","211511039966.779","219421429973.543","233316567834.125","252187812351.249","268676688068.184","285999869019.236","301427915202.415","316594247612.539","324880655958.411","333805213801.045","347099875107.854","374114007622.533","402261333971.609","431741551213.291","455686806728.198","483456506937.889","516538807055.085","557739710705.391","594122497897.674","637219942442.065","701301865285.632","779612179348.642","862838508480.708","963724765081.345","1052706815495.56","1112393056268.36","1190642768350.09","1265430577691.17","1355885085190.37",
"Low income","LIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","162928715143.006","175081374354.099","186084842926.183","197777587451.777","206912107947.224","220983499224.963","236020427205.936","254863952643.487","269480906723.818","287359914087.452","297901712152.607","298317862777.622","307436600963.553","316126634808.085","337742200806.476","360340665904.434","382510133180.59","401817307275.312","425374369679.404","451618422563.246","486528061174.344","512632515143.92","548447420380.119","601046731056.212","663127160143.892","729008620055.454","802151771609.656","870546650704.11","924419184016.638","993225329702.127","1074116604316.61","1165831782765.17",
"Liechtenstein","LIE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","10935003870.6155","12641526771.3422","13967195793.7574","15218646172.3535","16595379947.0849","17957202376.8107","19158343360.7722","20059954352.9464","21271809610.6349","22580080481.4475","24936380660.6325","26969863546.6276","28749606992.7575","31407122953.301","33841188881.4708","36533053969.9727","38592793143.082","41856456726.3242","44438686295.6064","47029428828.605","50929838555.4463","51279567084.4587","54178360773.8933","58605746426.1956","63534244476.8681","69740390818.5097","77510028613.4932","85178736169.9571","92242580226.3026","96346407493.1319","105461652199.078","116587660427.548","126993364289.324",
"Lower middle income","LMC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","978737328069.792","1115601737712.81","1223647108950.41","1333889812179.81","1422213072383.39","1527637402370.14","1624583758817.3","1732918188395.67","1912416500416.89","2087853131986.99","2237816615836.75","2341067167925.7","2447226673819.78","2553296389016.94","2676925257472.07","2874109786831.12","3090880085372.68","3268541688415.79","3367695912829.79","3583078172337.13","3818884131315.53","4074645582781.96","4299470688371.22","4674144643377.48","5144169358961.44","5691314805598.2","6319592401304.69","7022344908255.92","7497198283492.49","7952430611045.77","8702814213481.82","9377161644104.56","9972960550320.78",
"Low & middle income","LMY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","3296677633109.87","3691049389141.54","4020542275990.47","4290369733345.76","4661213811600.22","5008809119159.13","5323045628150.09","5725460937994.19","6204942382930.78","6632996301971.71","7072524963415.86","7529179555869.28","7981751063246.53","8497361466762.84","9067651590155.77","9721204395613.28","10464395336187","11210387282374.3","11839572005370.6","12440943766337.9","13424796536251.5","14232024335450.7","15097710921024.9","16404910961120","18187724375036.4","20218993925126.7","22681544731877.5","25431468811649.1","27646397098779.3","29039128386017.9","31759277792615.6","34572034771552","37238698872403.6",
"Lesotho","LSO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","489045646.830972","538596231.281683","586021586.059459","623261928.878369","678671821.593338","717289294.621658","773689120.839283","796369107.248042","894617292.284503","979133629.200175","1073628103.09125","1153460479.82683","1263207302.43222","1333896406.88546","1433811352.33589","1496475957.67906","1602377427.77987","1699994497.63903","1753941076.12099","1786813817.36745","1919311221.01226","2045835658.35831","2090126041.07945","2234270422.75921","2349729577.52334","2493381046.28667","2684682836.96837","2893277451.86412","3126811287.85571","3267684353.70962","3571968984.67312","3784301161.93018","4027304614.35422",
"Lithuania","LTU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34429051179.2664","33578590426.0085","26997043976.953","23112106653.8027","21279578984.9554","22491040762.8731","24009686794.5735","26139157783.1751","28414261652.3224","28249171301.9661","30145912115.4132","33262131930.6423","36657578353.268","41564246383.5295","44551488212.4453","48473808896.723","54413654632.8291","61295051800.2271","65681606353.4886","56595861535.8331","60112222923.4332","65339898601.1543","69857831352.506",
"Luxembourg","LUX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","4722414321.60885","5136559103.28438","5511168647.37339","5900413661.53489","6500780687.49241","6886336822.33358","7743213615.73267","8285157041.52384","9296888578.79375","10594383429.0288","11589441765.8931","13037523078.0205","13590016550.1175","14471733793.5835","15338977294.4893","15881489468.6596","16654951504.8504","17119902921.8317","18361338663.9413","21123287715.4127","23406699364.5721","23802314239.8505","25665712360.7797","27416410523.4215","29743512644.7817","31765783189.779","37046516848.6158","40556312182.8036","41238443803.7989","39500015423.826","42971226970.1594","46019166991.7972","48567273892.6582",
"Latvia","LVA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","10622345065.2033","12109530537.3642","13149282892.2024","14382878160.8494","15781706874.2018","16202610133.6215","17344828290.1973","18270460597.7527","19870295264.9309","21790547897.7442","20820380180.0789","18816440705.6574","13041907642.3504","12663713130.4909","13204520258.5178","13384063421.1858","14174038917.5328","15633172233.3385","16689956719.5174","17723322439.2926","19075951071.9259","21002956021.0249","23075994265.5133","24702148580.3255","27131834438.9081","29999762571.9775","34257640905.6469","39028503310.051","40994440405.1555","35914258570.0273","35764034576.5581","39231423375.5126","42471265471.8683",
"Macao SAR, China","MAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","2450835357.31356","2802556752.61425","3154976336.05036","3274087248.66362","3571563651.02789","4201905751.79426","4687393516.84536","5107038335.6206","5724784971.648","6138349056.13142","7101239418.9865","7634286114.8469","8124680278.42018","8588048889.41942","8705159366.42295","8846355751.24685","8557984438.75277","8475066407.16455","9151975041.84264","9630883306.03733","10658676980.6644","12252951809.5288","15983865297.031","17927821450.766","21175193179.9619","24911171719.9571","26325452432.2539","27011561233.0069","34900077389.223","43418222302.5392","48865993917.3299",
"St. Martin (French part)","MAF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","21978207504.4133","23373588772.2894","27182976639.0533","28100655791.2946","30420341787.4429","33332252988.4244","36905753951.7904","37020415979.8745","42299398404.3014","44930466965.1333","48515934504.6965","53625065123.1067","52547463085.0804","53155925388.6949","59856204739.0318","57218899724.9681","65346240110.9463","65122168285.068","71092877620.0587","72517205127.8681","75266153967.1588","82785435983.4191","86919548683.5272","94356823189.7116","101667876403.038","108171204433.405","120325499520.241","127163993884.25","137237864845.109","145031684718.167","152325944385.548","163322752900.989","171688368090.71",
"Monaco","MCO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
